scene_id,object_count,front_object_count,vulnerable_count,vehicle_count,close_object_count,occluded_count,truncated_count,min_distance_m,mean_distance_m,min_lateral_abs_m,max_bbox_area_norm,mean_occlusion,mean_truncation,camera_quality_proxy,lidar_geometry_quality_proxy,uncertainty_proxy,risk_prior,max_abs_alpha,critical_scene,split
000206,4,1,2,2,1,0,0,16.448,28.707,2.97,0.023671,0.167,0.0,0.883,0.83,0.141,0.634,2.58,0,train
000207,5,0,1,3,0,0,0,30.644,38.372,5.95,0.009957,0.067,0.0,0.883,0.754,0.175,0.457,2.18,0,validation
000208,3,1,1,2,1,0,1,8.58,14.724,1.97,0.093788,0.111,0.227,0.441,0.871,0.365,0.604,2.47,0,train
000209,1,1,1,0,1,0,0,8.094,8.094,2.7,0.03281,0.0,0.0,1.0,0.957,0.019,0.703,2.82,1,train
000210,7,0,0,7,0,1,1,14.267,36.841,7.3,0.045374,0.19,0.076,0.422,0.758,0.427,0.527,2.22,0,test
000211,8,3,3,5,2,0,1,5.138,24.44,2.62,0.181851,0.125,0.13,0.396,0.889,0.382,0.646,2.1,1,train
000212,4,2,0,4,1,1,1,9.426,31.788,1.32,0.075988,0.167,0.182,0.292,0.783,0.487,0.576,3.0,0,validation
000213,10,4,0,10,3,4,2,4.675,18.208,2.7,0.124863,0.4,0.192,0.052,0.725,0.645,0.647,2.87,1,train
000214,6,0,3,3,0,2,0,15.037,27.726,8.37,0.030152,0.222,0.0,0.767,0.754,0.239,0.656,2.76,0,test
000215,2,1,0,2,1,1,0,10.333,10.601,2.75,0.100499,0.333,0.045,0.708,0.779,0.26,0.568,0.77,1,train
000216,5,1,0,5,0,0,0,16.496,30.588,0.91,0.037306,0.267,0.0,0.883,0.829,0.141,0.497,2.08,0,validation
000217,8,1,2,6,0,3,1,7.314,24.105,1.73,0.136299,0.375,0.091,0.228,0.711,0.555,0.719,2.22,0,test
000218,7,4,0,7,3,1,1,3.034,25.323,2.85,0.121981,0.238,0.143,0.117,0.817,0.568,0.667,2.76,1,test
000219,4,1,0,4,0,0,0,25.659,44.05,0.68,0.012372,0.167,0.0,0.883,0.781,0.163,0.538,2.05,0,test
000220,2,0,0,2,0,0,0,55.934,56.306,4.96,0.001466,0.0,0.0,1.0,0.704,0.133,0.28,1.86,0,train
000221,4,2,1,2,2,0,0,9.408,19.983,0.66,0.044863,0.083,0.0,0.883,0.867,0.124,0.681,2.76,1,train
000222,7,1,0,7,1,4,0,7.011,40.901,0.1,0.099324,0.381,0.001,0.76,0.796,0.224,0.689,2.76,1,validation
000223,5,0,1,3,0,0,1,4.621,16.249,3.59,0.129726,0.2,0.2,0.233,0.892,0.47,0.629,3.03,0,train
000224,1,0,0,1,0,0,0,49.138,49.138,15.97,0.002236,0.0,0.0,1.0,0.74,0.117,0.28,1.88,0,test
000225,5,1,0,5,0,0,0,33.562,48.26,0.32,0.01428,0.067,0.0,0.883,0.739,0.182,0.502,2.22,0,train
000226,9,4,0,9,2,6,1,5.075,25.938,2.48,0.130722,0.481,0.094,0.13,0.723,0.603,0.648,2.8,1,train
000227,6,0,0,6,0,0,0,18.879,36.651,5.94,0.018584,0.167,0.0,0.883,0.817,0.147,0.454,1.93,0,validation
000228,5,1,1,4,0,2,0,18.193,34.345,0.14,0.010652,0.4,0.0,0.767,0.737,0.247,0.599,2.33,0,train
000229,2,1,0,2,0,0,0,47.649,51.655,0.92,0.036397,0.0,0.0,1.0,0.748,0.114,0.398,1.87,0,train
000230,3,0,0,3,0,1,0,52.844,56.586,14.0,0.014365,0.444,0.0,0.65,0.47,0.431,0.36,1.95,0,train
000231,5,2,0,5,1,1,0,23.644,35.896,0.82,0.012851,0.133,0.0,0.767,0.708,0.26,0.545,1.99,0,test
000232,3,0,1,2,0,0,0,22.835,40.043,4.52,0.018631,0.111,0.0,0.883,0.796,0.156,0.554,2.01,0,test
000233,2,1,0,2,0,0,0,31.403,38.395,2.66,0.003807,0.167,0.0,0.883,0.75,0.176,0.409,1.68,0,train
000234,7,1,0,7,0,2,0,12.606,25.518,2.29,0.061906,0.381,0.0,0.767,0.767,0.233,0.517,2.89,0,train
000235,4,1,0,4,0,0,0,17.102,41.144,0.5,0.037985,0.167,0.0,0.883,0.826,0.142,0.493,2.07,0,test
000236,9,2,0,9,0,3,1,13.572,28.06,0.32,0.046723,0.333,0.04,0.416,0.678,0.466,0.558,1.57,0,train
000237,3,1,0,3,0,0,0,32.575,50.803,0.59,0.007499,0.111,0.0,0.883,0.744,0.179,0.413,2.91,0,train
000238,3,1,0,3,0,0,1,31.417,40.916,0.68,0.005826,0.111,0.2,0.493,0.75,0.391,0.499,1.99,0,train
000239,2,0,0,2,0,1,0,23.926,34.909,4.29,0.014362,0.333,0.0,0.767,0.707,0.26,0.42,3.09,0,train
000240,1,1,0,1,0,0,0,29.373,29.373,0.88,0.003487,0.0,0.0,1.0,0.844,0.07,0.504,1.58,0,train
000241,2,1,0,2,0,0,0,35.695,51.243,3.1,0.009459,0.167,0.0,0.883,0.728,0.187,0.387,1.8,0,train
000242,3,1,0,3,1,0,0,22.079,25.437,1.98,0.012805,0.111,0.0,0.883,0.8,0.154,0.502,1.69,0,train
000243,5,3,0,5,3,1,1,15.969,21.539,0.54,0.022536,0.133,0.154,0.266,0.749,0.517,0.609,1.59,0,test
000244,10,10,0,10,7,4,2,3.514,18.282,1.69,0.171884,0.367,0.184,0.123,0.815,0.566,0.676,2.38,1,train
000245,5,1,1,4,0,0,2,8.343,18.589,0.32,0.183439,0.133,0.174,0.571,0.872,0.293,0.683,2.94,1,train
000246,9,1,0,7,0,2,3,6.094,26.562,0.9,0.099255,0.333,0.237,0.117,0.718,0.613,0.643,1.59,0,train
000247,1,0,0,1,0,0,0,43.707,43.707,17.57,0.002138,0.0,0.0,1.0,0.769,0.104,0.289,1.61,0,train
000248,11,1,0,9,0,1,0,9.559,29.388,0.76,0.058445,0.242,0.002,0.754,0.783,0.233,0.521,1.57,0,train
000249,9,2,0,8,1,2,1,8.347,27.786,1.17,0.132795,0.259,0.107,0.182,0.789,0.545,0.58,1.58,1,test
000250,3,0,0,3,0,1,0,11.141,21.914,5.9,0.072451,0.444,0.0,0.65,0.691,0.332,0.586,1.8,0,train
000251,6,2,2,4,2,2,0,7.087,19.434,1.92,0.176697,0.333,0.003,0.754,0.796,0.227,0.719,2.76,1,test
000252,4,2,0,4,1,1,0,10.592,38.611,1.93,0.058112,0.333,0.0,0.65,0.694,0.33,0.51,2.98,1,train
000253,3,2,0,3,1,0,0,21.165,35.423,0.44,0.014635,0.111,0.0,0.883,0.805,0.152,0.564,1.87,0,train
000254,11,3,2,9,1,1,1,10.905,25.422,2.27,0.083568,0.212,0.053,0.39,0.776,0.437,0.664,3.12,0,train
000255,2,2,0,2,1,0,0,10.152,26.735,3.32,0.086196,0.0,0.0,1.0,0.946,0.024,0.512,1.93,1,train
000256,4,0,0,3,0,0,1,25.323,31.104,14.61,0.019331,0.167,0.195,0.376,0.783,0.441,0.474,2.29,0,train
000257,2,0,0,2,0,0,0,43.244,43.253,6.32,0.003762,0.167,0.0,0.883,0.688,0.205,0.318,2.43,0,train
000258,5,0,0,5,0,1,0,19.158,29.543,4.42,0.021363,0.2,0.0,0.767,0.732,0.249,0.452,2.07,0,test
000259,4,4,0,4,2,0,0,11.638,24.907,0.76,0.040896,0.083,0.0,0.883,0.855,0.129,0.553,1.57,1,validation
000260,2,1,0,2,0,0,0,52.906,58.355,1.3,0.000876,0.0,0.0,1.0,0.72,0.126,0.381,1.58,0,train
000261,4,1,0,4,0,0,0,43.236,51.209,2.72,0.009701,0.167,0.0,0.883,0.688,0.205,0.327,2.02,0,train
000262,8,8,0,7,5,4,1,3.473,23.552,2.33,0.129805,0.417,0.125,0.117,0.815,0.569,0.682,2.33,1,train
000263,1,1,1,0,1,0,0,10.732,10.732,0.68,0.011339,0.0,0.0,1.0,0.943,0.026,0.777,1.52,1,train
000264,17,8,1,16,5,12,2,5.224,24.897,0.38,0.171717,0.569,0.069,0.162,0.722,0.586,0.725,2.68,1,train
000265,6,0,5,0,0,5,0,10.163,27.59,4.36,0.043112,0.722,0.0,0.65,0.696,0.329,0.732,1.87,0,train
000266,11,5,4,7,3,1,0,8.266,23.1,0.07,0.106448,0.242,0.0,0.767,0.79,0.223,0.657,1.96,1,validation
000267,3,2,0,3,1,0,0,15.023,32.523,0.28,0.019706,0.111,0.0,0.883,0.837,0.137,0.627,1.96,0,train
000268,4,1,1,3,1,0,0,9.152,26.517,0.2,0.056314,0.083,0.0,0.883,0.868,0.123,0.67,1.94,1,train
000269,7,0,0,7,0,3,1,12.031,29.87,7.33,0.036945,0.381,0.101,0.305,0.77,0.486,0.557,1.81,0,test
000270,3,1,0,3,0,0,0,29.749,43.152,0.67,0.006316,0.222,0.0,0.883,0.759,0.173,0.409,1.86,0,train
000271,5,1,1,4,1,0,0,23.021,37.016,0.78,0.025515,0.133,0.0,0.883,0.795,0.157,0.549,2.65,0,test
000272,1,1,0,1,0,0,0,43.007,43.007,0.78,0.002192,0.0,0.0,1.0,0.772,0.102,0.418,1.73,0,validation
000273,14,3,1,13,0,4,0,32.089,48.327,0.91,0.007656,0.405,0.0,0.65,0.58,0.381,0.506,2.96,0,test
000274,14,4,2,12,3,10,0,11.216,25.85,0.23,0.060616,0.595,0.0,0.65,0.691,0.332,0.725,2.48,1,train
000275,9,1,3,6,1,4,1,7.479,25.847,0.07,0.115511,0.37,0.066,0.494,0.794,0.371,0.649,2.68,0,train
000276,5,1,0,5,0,0,0,20.552,49.133,0.01,0.010138,0.0,0.0,1.0,0.891,0.049,0.537,1.87,0,train
000277,10,2,9,1,1,1,0,10.44,17.401,1.31,0.018977,0.133,0.0,0.767,0.778,0.228,0.7,2.92,1,validation
000278,2,1,0,2,0,0,0,53.622,56.176,0.2,0.001261,0.0,0.0,1.0,0.716,0.128,0.431,1.63,0,validation
000279,7,6,0,7,2,3,0,14.259,27.344,1.02,0.054382,0.476,0.0,0.65,0.675,0.339,0.59,2.76,1,train
000280,2,1,0,2,0,0,0,43.234,45.852,0.01,0.006267,0.167,0.0,0.883,0.688,0.205,0.44,1.97,0,train
000281,3,1,0,3,0,2,0,39.97,51.735,0.06,0.014896,0.556,0.0,0.65,0.538,0.4,0.471,1.88,0,validation
000282,3,2,0,2,1,0,0,7.964,31.488,0.07,0.137227,0.0,0.08,0.844,0.958,0.105,0.553,1.91,1,validation
000283,3,1,0,3,0,1,0,18.496,32.171,2.43,0.034126,0.333,0.0,0.65,0.652,0.349,0.457,3.11,0,validation
000284,9,3,0,9,1,4,1,10.14,25.263,2.31,0.060294,0.407,0.074,0.331,0.78,0.467,0.566,2.96,0,test
000285,14,2,0,14,1,3,0,10.801,33.917,0.41,0.074172,0.262,0.02,0.585,0.776,0.329,0.587,2.5,0,test
000286,12,9,1,11,5,5,1,3.998,27.184,0.59,0.151172,0.389,0.095,0.123,0.812,0.567,0.684,2.37,1,train
000287,2,1,2,0,1,0,0,13.092,14.124,2.98,0.010017,0.167,0.0,0.883,0.847,0.133,0.659,1.75,1,train
000288,1,1,1,0,1,0,0,8.923,8.923,1.94,0.020135,0.0,0.0,1.0,0.953,0.021,0.732,2.09,1,train
000289,3,0,0,3,0,0,0,35.904,50.54,4.43,0.003481,0.111,0.0,0.883,0.727,0.187,0.341,2.01,0,validation
000290,1,1,1,0,1,0,0,6.511,6.511,0.96,0.03374,0.0,0.0,1.0,0.966,0.016,0.793,1.42,1,train
000291,4,4,0,4,0,2,0,26.659,33.929,1.12,0.006501,0.333,0.0,0.767,0.692,0.267,0.488,1.79,0,validation
000292,3,1,1,2,1,0,0,19.657,39.992,0.53,0.009375,0.0,0.0,1.0,0.896,0.047,0.585,1.91,0,train
000293,3,1,0,3,1,2,0,7.75,25.946,3.47,0.157801,0.556,0.067,0.52,0.709,0.395,0.626,3.05,1,validation
000294,1,0,1,0,0,0,0,8.724,8.724,4.62,0.044014,0.0,0.0,1.0,0.954,0.021,0.662,0.51,0,validation
000295,3,1,1,2,1,0,0,10.056,37.055,3.21,0.03207,0.0,0.0,1.0,0.947,0.024,0.666,1.93,1,test
000296,6,2,0,6,1,3,1,9.939,33.198,2.15,0.121366,0.333,0.125,0.279,0.781,0.495,0.569,2.18,1,train
000297,6,1,0,6,0,2,1,8.168,44.246,0.07,0.243313,0.444,0.132,0.136,0.707,0.607,0.669,2.25,0,train
000298,1,0,1,0,0,0,0,9.725,9.725,3.61,0.01639,0.0,0.0,1.0,0.949,0.023,0.655,2.78,0,train
000299,1,1,0,1,0,0,0,61.863,61.863,0.59,0.000743,0.0,0.0,1.0,0.672,0.147,0.413,1.57,0,train
000300,2,0,0,2,0,0,0,43.692,45.878,6.14,0.00365,0.0,0.0,1.0,0.769,0.104,0.289,2.43,0,train
000301,7,4,0,7,3,1,1,3.534,22.457,0.48,0.302987,0.286,0.143,0.117,0.815,0.569,0.636,1.57,0,train
000302,3,1,0,3,0,0,0,27.002,37.692,1.25,0.009797,0.111,0.0,0.883,0.774,0.166,0.4,2.05,0,validation
000303,7,1,4,3,1,1,1,15.13,26.24,0.03,0.016803,0.238,0.084,0.383,0.753,0.45,0.638,2.49,0,validation
000304,1,1,0,1,0,0,0,71.073,71.073,0.66,0.000567,0.0,0.0,1.0,0.624,0.169,0.41,1.57,0,train
000305,5,2,0,5,0,2,1,23.787,36.046,1.69,0.016743,0.267,0.102,0.435,0.707,0.442,0.462,2.05,0,validation
000306,3,1,1,2,1,1,0,21.061,35.062,0.67,0.008535,0.222,0.0,0.767,0.722,0.254,0.569,2.22,0,train
000307,4,1,2,2,0,1,0,42.864,53.958,0.34,0.002741,0.333,0.0,0.65,0.523,0.407,0.514,2.07,0,test
000308,5,2,3,2,0,0,0,34.58,46.969,0.51,0.008345,0.133,0.0,0.883,0.734,0.184,0.557,3.1,0,validation
000309,4,0,0,4,0,2,0,8.453,21.249,3.7,0.149636,0.5,0.003,0.76,0.789,0.227,0.551,1.97,0,train
000310,10,6,1,9,5,4,0,8.497,20.734,0.47,0.090613,0.333,0.0,0.767,0.788,0.224,0.72,1.91,1,validation
000311,10,7,3,7,4,5,0,6.094,20.233,2.21,0.220753,0.367,0.034,0.546,0.801,0.339,0.664,1.93,1,train
000312,5,2,1,4,0,0,0,11.171,26.885,0.13,0.051682,0.2,0.0,0.883,0.858,0.128,0.684,2.23,1,test
000313,1,0,0,1,0,0,0,25.747,25.747,8.68,0.014181,0.333,0.0,0.883,0.78,0.163,0.435,0.4,0,train
000314,5,0,0,4,0,3,0,13.425,30.218,8.16,0.037657,0.733,0.058,0.462,0.679,0.441,0.594,1.72,0,train
000315,3,3,0,3,2,0,0,11.019,25.75,2.57,0.056304,0.0,0.0,1.0,0.942,0.026,0.548,1.94,1,validation
000316,12,9,1,11,5,5,1,6.561,30.243,0.67,0.172663,0.389,0.031,0.526,0.799,0.351,0.667,2.04,1,train
000317,10,2,10,0,2,4,1,4.772,25.889,1.34,0.104605,0.567,0.04,0.39,0.725,0.459,0.899,3.02,1,train
000318,6,6,0,5,3,1,0,7.489,23.773,0.22,0.185878,0.278,0.045,0.591,0.794,0.318,0.567,1.93,1,test
000319,4,1,0,4,0,1,0,21.448,34.39,0.16,0.014047,0.333,0.0,0.767,0.72,0.254,0.464,2.02,0,train
000320,5,2,1,4,1,0,0,13.266,30.166,1.21,0.056679,0.067,0.0,0.883,0.846,0.133,0.62,1.97,1,train
000321,4,1,0,4,1,0,0,8.99,29.68,3.43,0.117683,0.083,0.0,0.883,0.869,0.123,0.523,1.95,1,train
000322,2,1,0,2,0,0,1,5.916,31.404,2.84,0.122572,0.0,0.435,0.434,0.969,0.325,0.61,2.19,0,test
000323,6,1,0,6,1,2,0,10.457,21.26,3.31,0.103959,0.278,0.0,0.767,0.778,0.228,0.51,2.24,0,validation
000324,1,1,1,0,1,0,0,7.451,7.451,0.09,0.039522,0.0,0.0,1.0,0.961,0.018,0.826,3.12,1,test
000325,8,1,1,7,0,0,0,13.715,36.035,0.19,0.02678,0.042,0.019,0.786,0.844,0.188,0.564,2.25,0,train
000326,2,1,0,2,1,0,1,6.11,10.835,2.72,0.153528,0.0,0.375,0.512,0.968,0.283,0.599,2.23,0,train
000327,1,1,1,0,1,0,0,9.063,9.063,2.64,0.028349,0.0,0.0,1.0,0.952,0.022,0.699,2.84,1,validation
000328,11,6,1,10,3,1,2,3.469,25.72,0.21,0.121126,0.182,0.181,0.117,0.815,0.569,0.672,2.77,1,train
000329,3,1,1,2,0,0,0,13.831,40.71,0.25,0.006746,0.222,0.0,0.883,0.843,0.135,0.654,1.96,0,train
000330,10,5,1,9,2,1,1,10.681,31.143,0.1,0.055717,0.233,0.035,0.539,0.777,0.354,0.558,1.82,1,validation
000331,3,1,1,2,0,0,0,12.655,20.572,0.11,0.067697,0.0,0.043,0.915,0.933,0.077,0.705,2.88,1,train
000332,12,7,11,1,6,3,0,9.544,14.624,1.22,0.017048,0.25,0.0,0.767,0.783,0.226,0.754,2.93,1,test
000333,5,2,1,3,1,0,2,4.613,19.131,2.42,0.109319,0.133,0.3,0.259,0.892,0.456,0.642,2.15,1,train
000334,2,0,0,2,0,0,0,54.999,64.759,7.24,0.001513,0.0,0.0,1.0,0.709,0.131,0.28,1.95,0,train
000335,7,6,1,6,4,1,0,7.643,21.008,0.64,0.102459,0.286,0.0,0.65,0.71,0.323,0.797,2.65,1,train
000336,14,8,10,3,7,5,0,6.847,19.744,0.77,0.045258,0.31,0.0,0.767,0.797,0.22,0.754,3.0,1,test
000337,1,1,1,0,1,0,0,9.638,9.638,3.5,0.02038,0.0,0.0,1.0,0.949,0.023,0.656,2.78,1,train
000338,8,1,0,8,1,4,0,7.868,29.478,3.36,0.16433,0.333,0.035,0.585,0.792,0.322,0.55,2.23,0,test
000339,11,6,2,9,5,4,2,3.283,15.37,0.36,0.09827,0.303,0.176,0.117,0.816,0.569,0.774,2.59,1,train
000340,5,0,0,4,0,4,0,12.563,29.359,7.15,0.056025,0.8,0.004,0.637,0.683,0.342,0.578,1.75,0,train
000341,8,5,6,2,5,4,0,7.209,15.315,2.18,0.234244,0.417,0.018,0.676,0.795,0.271,0.742,2.04,1,validation
000342,4,2,4,0,2,0,2,4.501,7.064,2.52,0.101741,0.0,0.335,0.552,0.976,0.257,0.768,1.94,1,train
000343,4,1,0,4,1,0,0,13.96,25.924,1.05,0.046801,0.0,0.0,1.0,0.926,0.033,0.567,1.83,0,test
000344,5,1,0,5,1,0,1,19.004,29.828,0.48,0.018184,0.067,0.206,0.246,0.816,0.497,0.558,2.32,0,test
000345,7,1,0,6,0,3,1,6.304,26.792,0.46,0.29306,0.333,0.116,0.24,0.8,0.508,0.556,1.57,0,validation
000346,9,2,0,9,1,5,2,4.06,19.417,1.87,0.12859,0.407,0.191,0.007,0.729,0.669,0.657,2.89,1,train
000347,4,1,2,2,0,1,0,25.05,40.721,0.36,0.007042,0.333,0.0,0.65,0.617,0.365,0.633,2.2,0,train
000348,10,7,1,9,3,3,1,6.24,35.484,0.13,0.163599,0.333,0.041,0.5,0.8,0.365,0.609,1.97,1,train
000349,3,1,0,3,1,1,0,13.189,18.471,1.08,0.03525,0.222,0.0,0.767,0.764,0.235,0.529,2.03,0,train
000350,9,2,0,9,0,3,1,6.27,27.612,0.01,0.089025,0.333,0.107,0.143,0.8,0.561,0.642,2.34,0,train
000351,9,1,0,8,0,0,1,11.217,28.143,0.41,0.03722,0.185,0.106,0.266,0.857,0.468,0.539,1.57,0,test
000352,11,6,0,11,3,2,1,7.933,27.279,2.26,0.147448,0.273,0.073,0.279,0.791,0.49,0.564,1.92,1,train
000353,2,0,0,2,0,0,1,9.546,13.753,5.33,0.106237,0.0,0.175,0.772,0.949,0.148,0.544,2.02,0,test
000354,6,3,1,5,2,2,1,4.651,22.777,0.27,0.123781,0.389,0.14,0.104,0.725,0.616,0.737,2.01,1,validation
000355,3,1,0,3,0,2,0,23.87,26.004,0.5,0.063021,0.667,0.0,0.65,0.624,0.362,0.625,2.0,0,validation
000356,8,4,0,8,2,3,1,7.345,29.702,0.11,0.21983,0.292,0.058,0.468,0.794,0.385,0.611,1.88,1,train
000357,11,1,0,10,0,2,1,11.524,30.403,0.78,0.065469,0.242,0.073,0.247,0.772,0.517,0.562,1.57,0,train
000358,4,1,0,4,0,0,0,43.458,52.185,2.61,0.009729,0.167,0.0,0.883,0.687,0.205,0.331,2.02,0,validation
000359,3,2,0,3,0,1,0,38.159,53.144,0.06,0.006801,0.333,0.0,0.65,0.548,0.396,0.437,1.94,0,train
000360,5,1,1,4,0,2,0,19.379,47.921,0.52,0.020623,0.467,0.0,0.65,0.647,0.351,0.5,2.43,0,train
000361,7,1,0,7,0,2,0,12.713,33.199,2.02,0.082589,0.333,0.0,0.767,0.766,0.234,0.495,2.96,0,validation
000362,10,5,2,8,3,0,2,3.107,32.187,2.08,0.036902,0.1,0.2,0.233,0.9,0.467,0.661,2.87,1,train
000363,4,1,0,4,0,1,0,28.89,47.617,0.01,0.004249,0.167,0.0,0.767,0.68,0.272,0.547,1.71,0,validation
000364,3,1,3,0,1,0,1,8.824,13.874,3.3,0.019192,0.222,0.217,0.461,0.87,0.355,0.74,2.25,1,train
000365,1,1,1,0,1,0,0,7.468,7.468,1.83,0.039553,0.0,0.0,1.0,0.96,0.018,0.747,0.16,1,train
000366,6,3,4,2,0,0,0,31.532,44.695,1.18,0.010628,0.167,0.0,0.883,0.75,0.177,0.548,3.02,0,train
000367,1,0,0,1,0,0,0,46.939,46.939,5.95,0.001843,0.0,0.0,1.0,0.752,0.112,0.28,1.67,0,validation
000368,1,0,1,0,0,0,0,8.944,8.944,4.25,0.029256,0.333,0.0,0.883,0.869,0.123,0.687,2.63,0,validation
000369,13,4,0,13,1,3,1,5.832,34.027,0.48,0.113788,0.256,0.066,0.208,0.802,0.525,0.61,1.76,0,validation
000370,9,2,0,9,1,5,1,11.534,25.631,2.12,0.055466,0.519,0.09,0.273,0.689,0.54,0.63,2.96,0,test
000371,12,8,1,11,5,5,3,2.833,24.894,0.02,0.169561,0.333,0.212,0.117,0.818,0.568,0.719,2.85,1,test
000372,3,0,0,3,0,1,0,21.273,32.686,3.58,0.053445,0.333,0.0,0.65,0.637,0.356,0.508,2.19,0,train
000373,5,0,0,5,0,3,1,14.179,21.829,5.19,0.055356,0.4,0.08,0.507,0.758,0.38,0.522,2.8,0,validation
000374,6,2,0,5,1,1,1,8.006,44.258,0.46,0.023618,0.222,0.163,0.13,0.791,0.573,0.605,2.42,0,test
000375,1,0,0,1,0,0,0,12.543,12.543,5.12,0.05294,0.0,0.0,1.0,0.934,0.03,0.496,2.02,0,train
000376,4,3,1,3,0,0,0,27.583,34.714,1.06,0.006622,0.083,0.0,0.883,0.771,0.167,0.565,2.43,1,validation
000377,6,4,0,5,3,3,0,7.491,26.125,2.72,0.162295,0.333,0.017,0.702,0.794,0.257,0.574,2.73,1,train
000378,3,2,0,3,1,2,0,19.285,23.711,1.36,0.024109,0.444,0.0,0.767,0.731,0.249,0.543,2.51,0,test
000379,4,0,1,3,0,2,0,26.419,50.903,6.1,0.016318,0.5,0.07,0.468,0.61,0.468,0.506,2.23,0,test
000380,9,4,3,6,1,5,0,17.307,32.557,0.17,0.01571,0.481,0.0,0.65,0.658,0.346,0.605,2.97,1,train
000381,1,1,1,0,1,0,0,10.401,10.401,0.17,0.010028,0.0,0.0,1.0,0.945,0.025,0.803,1.48,1,train
000382,8,3,1,7,1,1,1,14.163,32.85,0.57,0.050086,0.167,0.084,0.331,0.758,0.477,0.538,2.89,0,validation
000383,12,5,9,3,5,8,3,5.577,18.735,1.8,0.133888,0.528,0.202,0.072,0.72,0.636,0.772,2.33,1,validation
000384,16,2,12,4,1,2,0,8.983,20.487,0.64,0.030571,0.229,0.006,0.702,0.786,0.26,0.779,2.29,1,train
000385,5,5,0,5,2,0,0,8.352,27.143,2.38,0.104513,0.133,0.0,0.883,0.872,0.122,0.562,1.88,1,validation
000386,9,2,0,9,1,3,1,6.999,27.406,0.71,0.17141,0.37,0.082,0.357,0.713,0.483,0.593,1.57,1,train
000387,4,1,0,4,1,0,0,21.91,47.6,0.07,0.007359,0.167,0.0,0.883,0.801,0.154,0.591,1.85,0,test
000388,3,1,0,3,0,0,0,63.526,72.661,3.43,0.003381,0.111,0.0,0.883,0.58,0.253,0.307,1.58,0,train
000389,9,6,0,9,2,1,1,7.016,25.998,0.02,0.172083,0.185,0.111,0.247,0.796,0.506,0.583,2.24,1,train
000390,2,0,0,2,0,1,0,30.944,38.247,4.67,0.003864,0.333,0.0,0.767,0.67,0.277,0.374,1.6,0,validation
000391,6,1,0,4,0,0,1,12.503,28.728,0.52,0.137558,0.167,0.093,0.519,0.85,0.332,0.541,1.58,0,train
000392,11,2,0,11,2,6,0,8.577,25.335,3.17,0.102307,0.394,0.0,0.767,0.788,0.224,0.553,3.01,1,validation
000393,9,2,0,9,1,7,1,10.573,25.723,2.63,0.084092,0.593,0.054,0.332,0.694,0.505,0.629,2.97,0,train
000394,5,1,1,4,0,1,1,13.077,41.374,0.38,0.139354,0.333,0.2,0.117,0.764,0.592,0.652,2.96,0,train
000395,13,3,0,12,1,9,1,7.888,27.831,2.2,0.115459,0.538,0.048,0.305,0.708,0.513,0.641,3.09,1,train
000396,2,1,0,2,0,0,0,57.111,59.44,0.32,0.001337,0.0,0.0,1.0,0.698,0.136,0.425,1.61,0,train
000397,13,4,1,6,3,9,1,4.46,16.92,2.61,0.116509,0.487,0.074,0.143,0.81,0.557,0.654,2.98,1,test
000398,1,1,1,0,1,0,0,7.73,7.73,2.2,0.028551,0.0,0.0,1.0,0.959,0.018,0.728,2.84,1,train
000399,4,1,0,4,0,1,0,54.946,64.222,1.08,0.008825,0.25,0.0,0.767,0.542,0.334,0.391,1.97,0,train
000400,5,2,0,5,1,0,1,6.57,25.344,2.41,0.16287,0.067,0.134,0.448,0.882,0.357,0.59,2.73,0,train
000401,10,6,3,7,3,6,1,4.275,21.054,1.66,0.134454,0.467,0.099,0.136,0.811,0.56,0.716,1.77,1,train
000402,4,0,0,4,0,0,0,17.583,33.76,3.79,0.019055,0.167,0.0,0.883,0.824,0.144,0.463,1.82,0,validation
000403,6,4,0,5,3,3,1,3.581,22.018,1.6,0.067824,0.333,0.167,0.117,0.814,0.569,0.661,2.43,1,validation
000404,13,1,0,12,1,4,2,8.749,31.761,0.88,0.044017,0.308,0.13,0.052,0.704,0.655,0.606,1.67,0,train
000405,6,1,0,6,1,0,0,7.011,44.529,0.1,0.09944,0.056,0.002,0.877,0.88,0.122,0.689,2.42,1,test
000406,1,1,0,1,1,0,0,19.908,19.908,0.55,0.009132,0.0,0.0,1.0,0.895,0.047,0.582,1.57,0,train
000407,1,0,1,0,0,0,0,9.133,9.133,3.79,0.022421,0.0,0.0,1.0,0.952,0.022,0.659,0.4,0,train
000408,8,7,1,7,5,1,1,3.579,20.953,0.58,0.084392,0.25,0.125,0.0,0.731,0.671,0.768,2.71,1,test
000409,3,1,1,2,1,0,0,9.292,37.482,0.2,0.054306,0.0,0.0,1.0,0.951,0.022,0.669,1.73,1,test
000410,7,1,0,7,1,1,1,24.902,49.72,0.28,0.008902,0.286,0.101,0.305,0.702,0.516,0.561,2.13,0,train
000411,2,0,0,2,0,0,1,6.275,33.987,3.87,0.107403,0.0,0.385,0.499,0.967,0.29,0.6,2.22,0,train
000412,7,2,4,3,1,0,1,6.552,21.81,2.2,0.192228,0.143,0.053,0.643,0.882,0.25,0.617,2.05,1,test
000413,3,1,0,3,0,0,0,16.555,27.312,0.55,0.03491,0.222,0.0,0.883,0.829,0.141,0.496,2.06,0,train
000414,1,1,0,1,1,0,0,14.139,14.139,1.29,0.042929,0.0,0.0,1.0,0.925,0.034,0.587,0.32,0,train
